"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
somna_anxious_21_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_21_frequency] != '0'",,,,,,
somna_anxious_22_frequency,somna,,radio,"Feel like your face is going pale","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_22_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_22_frequency] != '0'",,,,,,
somna_anxious_23_frequency,somna,,radio,"Feel like your face is flushing red","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_23_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_23_frequency] != '0'",,,,,,
somna_anxious_24_frequency,somna,,radio,"Have butterflies in your stomach","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_24_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_24_frequency] != '0'",,,,,,
somna_anxious_25_frequency,somna,,radio,"Feel your heart racing","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_25_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_25_frequency] != '0'",,,,,,
somna_anxious_26_frequency,somna,,radio,"Feel like it's difficult to breathe","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_26_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_26_frequency] != '0'",,,,,,
somna_anxious_27_frequency,somna,,radio,"Get tightness or heaviness in your chest","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_27_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_27_frequency] != '0'",,,,,,
somna_anxious_28_frequency,somna,,radio,"Feel lethargic or low energy","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_28_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_28_frequency] != '0'",,,,,,
somna_anxious_29_frequency,somna,,radio,"Feel like your throat is constricting","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_29_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_29_frequency] != '0'",,,,,,
somna_anxious_30_frequency,somna,,radio,"Feel tired or fatigued","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_30_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_30_frequency] != '0'",,,,,,
somna_anxious_31_frequency,somna,,radio,"Get hot or cold","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_31_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_31_frequency] != '0'",,,,,,
somna_anxious_32_frequency,somna,,radio," Start sweating","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_32_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_32_frequency] != '0'",,,,,,
somna_anxious_33_frequency,somna,,radio,"Experience shallow breathing","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_33_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_33_frequency] != '0'",,,,,,
somna_anxious_34_frequency,somna,,radio,"Have aches or pains","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_anxious_34_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_anxious_34_frequency] != '0'",,,,,,
somna_sad_1_frequency,somna,"For this section, think of a time you were really sad or of something that typically makes you really sad. 

For example, when you heard about the death of a loved one, didn't get chosen for something that was really meaningful to you, were missing a friend etc. Pick something that is particularly sad to you.

When you're feeling sad how often do you? ",radio," Begin breathing heavily","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_1_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_1_frequency] != '0'",,,,,,
somna_sad_2_frequency,somna,,radio,"Have a bowel movement more than usual","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_2_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_2_frequency] != '0'",,,,,,
somna_sad_3_frequency,somna,,radio," Get goosebumps","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_3_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_3_frequency] != '0'",,,,,,
somna_sad_4_frequency,somna,,radio,"Feel like your mouth is really dry","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_4_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_4_frequency] != '0'",,,,,,
somna_sad_5_frequency,somna,,radio,"Feel stiff","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_5_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_5_frequency] != '0'",,,,,,
somna_sad_6_frequency,somna,,radio,"Eat more than usual","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_6_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_6_frequency] != '0'",,,,,,
somna_sad_7_frequency,somna,,radio,"Get shaky or tremble","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_7_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_7_frequency] != '0'",,,,,,
somna_sad_8_frequency,somna,,radio,"Not feel like eating anything","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_8_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_8_frequency] != '0'",,,,,,
somna_sad_9_frequency,somna,,radio,"Feel like your skin is burning","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_9_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_9_frequency] != '0'",,,,,,
somna_sad_10_frequency,somna,,radio,"Feel sick to your stomach","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_10_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_10_frequency] != '0'",,,,,,
somna_sad_11_frequency,somna,,radio,"Feel nauseous","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_11_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_11_frequency] != '0'",,,,,,
somna_sad_12_frequency,somna,,radio," Feel that you urinate more than usual / have the urge to urinate more than usual ","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_12_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_12_frequency] != '0'",,,,,,
somna_sad_13_frequency,somna,,radio,"Find it more difficult to urinate","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_13_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_13_frequency] != '0'",,,,,,
somna_sad_14_frequency,somna,,radio,"Have a bowel movement less than usual ","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_14_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_14_frequency] != '0'",,,,,,
somna_sad_15_frequency,somna,,radio,"Have trouble breathing","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_15_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_15_frequency] != '0'",,,,,,
somna_sad_16_frequency,somna,,radio,"Have an uncomfortable feeling in your stomach","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_16_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_16_frequency] != '0'",,,,,,
somna_sad_17_frequency,somna,,radio,"Get clammy hands","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_17_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_17_frequency] != '0'",,,,,,
somna_sad_18_frequency,somna,,radio,"Feel like your heart is racing","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_18_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_18_frequency] != '0'",,,,,,
somna_sad_19_frequency,somna,,radio,"Feel lethargic or low energy","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_19_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_19_frequency] != '0'",,,,,,
somna_sad_20_frequency,somna,,radio,"Breathe fast","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_20_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_20_frequency] != '0'",,,,,,
somna_sad_21_frequency,somna,,radio,"Have a headache","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_21_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_21_frequency] != '0'",,,,,,
somna_sad_22_frequency,somna,,radio,"Feel like your face is going pale","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_22_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_22_frequency] != '0'",,,,,,
somna_sad_23_frequency,somna,,radio,"Feel like your face is flushing red","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_23_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_23_frequency] != '0'",,,,,,
somna_sad_24_frequency,somna,,radio,"Have butterflies in your stomach","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_24_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_24_frequency] != '0'",,,,,,
somna_sad_25_frequency,somna,,radio,"Feel your heart racing","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_25_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_25_frequency] != '0'",,,,,,
somna_sad_26_frequency,somna,,radio,"Feel like it's difficult to breathe","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_26_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_26_frequency] != '0'",,,,,,
somna_sad_27_frequency,somna,,radio,"Get tightness or heaviness in your chest","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_27_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_27_frequency] != '0'",,,,,,
somna_sad_28_frequency,somna,,radio,"Feel lethargic or low energy","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_28_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_28_frequency] != '0'",,,,,,
somna_sad_29_frequency,somna,,radio,"Feel like your throat is constricting","0, Never | 1, Rarely | 2, Sometimes | 3, Usually | 4, Always",,,,,,,,,,,,
somna_sad_29_intensity,somna,,radio,"When this happens how intense is this experience?","1, Mild | 2, Between mild and moderate | 3, Moderate | 4, Between moderate and severe | 5, Severe",,,,,,"[somna_sad_29_frequency] != '0'",,,,,,
